name,mass,year,reclat,reclong
Morradal,2750,1892,62,7.66667
Cross Roads,167,1892,35.63333,-78.13333
El Capitan,27500,1893,33.5,-105.5
Oroville,24500,1893,39.68333,-121.63333
Kaufman,23000,1893,32.58333,-96.41667
Plymouth,14000,1893,41.33333,-86.31667
Beaver Creek,14000,1893,51.16667,-117.33333
Persimmon Creek,5000,1893,35.05,-84.23333
Zabrodje,3000,1893,55.18333,27.91667
Prairie Dog Creek,2900,1893,39.63333,-100.5
South Bend,2500,1893,41.65,-86.21667
Pricetown,900,1893,39.11667,-83.85
Kofa,490,1893,33.5,-114
Bherai,100,1893,20.83333,71.46667
Ness County (1894),82000,1894,38.5,-99.6
Jerome (Kansas),29600,1894,38.76667,-100.73333
Fisher,17600,1894,47.81667,-96.85
Arlington,8940,1894,44.6,-94.1
Bori,8600,1894,21.95,78.03333
Canton,7030,1894,34.2,-84.48333
Sam's Valley,6920,1894,42.53333,-122.875
Hildreth,3060,1894,40.33333,-99.03333
Savtschenskoje,2500,1894,47.21667,29.86667
Los Martinez,25,1894,38,-0.83333
Oakley (stone),27700,1895,38.95,-101.01667
Nocoleche,20000,1895,-29.86667,144.21667
Reed City,20000,1895,43.86667,-85.51667
Ambapur Nagla,6400,1895,27.66667,78.25
Nagy-Borové,6100,1895,49.16667,19.5
Oscuro Mountains,3600,1895,33.63333,-106.38333
Rockhampton,1641,1895,-23.38333,150.51667
Bishunpur,1039,1895,25.38333,82.6
Pampa del Infierno,896,1895,-26.68333,-61.08333
Hayden Creek,270,1895,45,-114
Arispe,683000,1896,30.33333,-109.98333
Loreto,94800,1896,26.01667,-111.36667
Covert,61000,1896,39.2,-98.78333
Luis Lopez,7000,1896,34,-106.96667
Rosario,2700,1896,14.6,-88.68333
Lesves,2000,1896,50.36667,4.73333
Ottawa,840,1896,38.6,-95.21667
Madrid,400,1896,40.41667,-3.71667
Atemajac,94.2,1896,20.06667,-103.66667
Zavid,95000,1897,44.4,19.11667
San Angelo,88000,1897,31.41667,-100.35
Mungindi,51300,1897,-28.93333,148.95
Los Reyes,19500,1897,19.26667,-97.28333
Lancon,7000,1897,43.75,5.11667
Gambat,6400,1897,27.35,68.53333
Meuselbach,870,1897,50.58333,11.1
Higashi-koen,750,1897,33.6,130.43333
Nio,467,1897,34.2,131.56667
Kangra Valley,400,1897,32.08333,76.3
Mount Morris (New York),12.5,1897,42.7,-77.88333
Delhi,0.8,1897,28.56667,77.25
Armanty,28000000,1898,47,88
Weaver Mountains,38800,1898,34.25,-112.75
Bendock,27000,1898,-37.15,148.91667
Sierra Gorda,26000,1898,-22.9,-69.35
Kodaikanal,15900,1898,10.26667,77.4
Cedartown,11300,1898,34.01667,-85.26667
Quesa,10750,1898,39,-0.66667
Mart,7140,1898,31.5,-96.88333
Alt Bela,4000,1898,49.76667,18.25
Andover,3200,1898,44.61667,-70.75
Iredell,1500,1898,31.96667,-97.86667
Mount Ouray,900,1898,38.41667,-106.21667
Mariaville,340,1898,42.71667,-99.38333
Zaisho,330,1898,33.7,133.8
Mjelleim,100.7,1898,61.73333,5.93333
Andryushki,26.6,1898,49.65,29.63333
Bond Springs,6.2,1898,-23.5,133.83333
Bjurböle,330000,1899,60.4,25.8
Allegan,32000,1899,42.53333,-85.88333
Murphy,7700,1899,35.1,-84.03333
Zomba,7500,1899,-15.18333,35.28333
Kissij,5500,1899,54.86667,50.88333
Magnesia,5000,1899,37.86667,27.51667
Red Willow,2750,1899,40.25,-100.5
Illinois Gulch,2500,1899,46.68333,-112.55
Surprise Springs,1500,1899,34.16667,-115.91667
Rancho de la Presa,300,1899,19.86667,-100.81667
Donga Kohrod,230,1899,21.86667,82.45
Peramiho,165,1899,-10.66667,35.5
Gerona,148,1899,41.96667,2.81667
Castray River,10,1899,-41.5,145.41667
N'Goureyma,37500,1900,13.85,-4.38333
Cedar (Texas),26000,1900,29.82806,-96.90861
La Porte,14540,1900,41.6,-86.71667
Alexandrovsky,9251,1900,50.95,31.81667
Ofehértó,3750,1900,47.88333,22.03333
Rhine Villa,3325,1900,-34.66667,139.28333
Felix,3200,1900,32.53333,-87.16667
Boogaldi,2000,1900,-31.15,149.11667
Leonovka,700,1900,52.26667,32.85
Sterling,679.5,1900,40.6,-103.18333
Forsbach,240,1900,50.95,7.31667
Emmaville,127,1900,-29.46667,151.61667
Ovambo,121.5,1900,-18,16
Karagai,115,1900,51.11667,57.91667
Selcany,20,1900,49.75,14.41667
Norin-Shibir,3.5,1900,51.85,107.91667
Phillips County (stone),57900,1901,40,-99.25
Saline,30800,1901,39.4,-100.4
Ashfork,27000,1901,35.25,-112.5
Hvittis,14000,1901,61.18333,22.68333
Sindhri,8400,1901,26.21667,69.55
Hendersonville,6000,1901,35.31667,-81.46667
Paulding County,725,1901,34,-84.8
Chervettaz,705,1901,46.55,6.81667
Gay Gulch,483,1901,63.91667,-139.33333
Willamette,15500000,1902,45.36667,-122.58333
Bath Furnace,86000,1902,38.25,-83.75
Finmarken,78300,1902,70,24
Marjalahti,45000,1902,61.5,30.5
Veliko-Nikolaevsky Priisk,24267,1902,53.83333,97.33333
Mount Browne,11300,1902,-29.8,141.7
Chinautla,5720,1902,14.5,-90.5
Crumlin,4255,1902,54.61667,-6.21667
Kamsagar,1293,1902,14.18333,75.8
Achiras,780,1902,-33.16667,-64.95
Nuleri,120,1902,-27.83333,123.86667
Caratash,8,1902,38.5,27
Kouga Mountains,1173000,1903,-33.61667,24
Davis Mountains,689000,1903,30.75,-104.25
Tamarugal,320000,1903,-20.8,-69.66667
Knowles,161000,1903,36.9,-100.21667
Tlacotepec,71000,1903,18.65,-97.55
Uwet,54000,1903,5.28333,8.25
Jackalsfontein,48000,1903,-32.5,21.9
Uberaba,40000,1903,-19.81667,-48.78333
Kansas City (1903),36000,1903,39.1,-94.63333
Cumpas,28600,1903,30,-109.66667
Billings,24500,1903,37.06667,-93.55
St. Mark's,13780,1903,-32.01667,27.41667
Lancaster County,13000,1903,40.66667,-96.75
Mount Dyrring,11300,1903,-32.33333,151.2
Teocaltiche,10000,1903,21.43333,-102.56667
Yarroweyah,9600,1903,-35.98333,145.58333
Providence,6804,1903,38.56667,-85.23333
Dokachi,3840,1903,23.5,90.33333
Valdinizza,1004,1903,44.86667,9.15
Tyumen,750,1903,57.16667,65.53333
Rich Mountain,668,1903,35.03333,-83.03333
Menziswyl,28.9,1903,46.81867,7.21817
Bagnone,48000,1904,44.31667,9.98333
Puente del Zacate,30790,1904,27.86667,-101.5
Delegate,27700,1904,-37,149.03333
Shelburne,18600,1904,44.05,-80.16667
Chambord,6600,1904,48.45,-72.06667
Gumoschnik,5700,1904,42.9,24.7
Okano,4742,1904,35.08333,135.2
Lipovsky,3500,1904,49.08333,42.51667
Puerta de Arauco,1533,1904,-28.88333,-66.66667
Barnaul,23.2,1904,52.73333,84.08333
Lefroy,3.3,1904,-40.73333,146.96667
Modoc (1905),35000,1905,38.5,-101.1
El Perdido,30250,1905,-38.68333,-61.1
Karkh,22000,1905,27.8,67.16667
Skookum,16000,1905,63.91667,-139.33333
Ellerslie,10200,1905,-28.9,146.76667
Garraf,8800,1905,41.26667,1.91667
Las Salinas,3515,1905,-23,-69.5
Coon Butte,2750,1905,35,-111
Bholghati,2500,1905,22.08333,86.9
Scott City,2135,1905,38.46667,-100.93333
Tomakovka,600,1905,47.85,34.76667
Minnichhof,550,1905,47.7,16.6
Kanzaki,483,1905,33.3,130.36667
Kota-Kota,334,1905,-13.01667,34.2
Muonionalusta,230000,1906,67.8,23.1
Selma,140600,1906,32.4,-87
Duchesne,22700,1906,40.38333,-110.86667
Perryville,17500,1906,37.73333,-89.85
Elm Creek,7000,1906,38.5,-96.2
Kulp,3719,1906,41.11667,45
Marburg,3000,1906,50.81667,8.76667
Vishnupur,2437,1906,23.1,87.43333
Blackwell,2381,1906,36.83333,-97.33333
Diep River,1000,1906,-33.75,18.56667
Krutikha,845.2,1906,56.8,77
Kijima (1906),331,1906,36.85,138.38333
Kirbyville,97.7,1906,30.75,-95.95
Guffey,309000,1907,38.76667,-105.51667
Huizopa,140000,1907,28.9,-108.56667
Ainsworth,80650,1907,42.6,-99.8
Norfolk,23000,1907,36.9,-76.3
Bodaibo,15900,1907,57.85,114.2
Mount Ayliff,13600,1907,-30.81667,29.35
Shrewsbury,12000,1907,39.76667,-76.66667
Chainpur,8200,1907,25.85,83.48333
Cleburne,6800,1907,32.31667,-97.41667
Simondium,1600,1907,-33.85,18.95
Bali,1000,1907,5.38333,16.38333
Leighton,877,1907,34.58333,-87.5
Bowden,603,1907,-33,26.4
Fairburn,445,1907,43.603,-103.026
Domanitch,438,1907,40,29
Näs,375,1907,59.18333,12.21667
Quinn Canyon,1450000,1908,38.08333,-115.53333
Arltunga,18100,1908,-23.33333,134.66667
Palmersville,9979,1908,36.4665,-88.60283
Mokoia,4500,1908,-39.63333,174.4
Kagarlyk,1900,1908,49.86667,30.83333
Kangean,1630,1908,-7,115.5
Yarri,1500,1908,-29.45,121.21667
Avce,1230,1908,46,13.5
Novy-Projekt,1001,1908,56,22
Pickens County,400,1908,34.5,-84.5
Sete Lagoas,350,1908,-19.46667,-44.21667
Salina,235,1908,38.98333,-111.85
Imperial,4,1908,32.86667,-115.58333
Murnpeowie,1143000,1909,-29.58333,139.9
Mount Dooling,734000,1909,-29.45,119.71667
Rateldraai,549000,1909,-28.83333,21.13333
Ahumada,52600,1909,30.7,-105.5
Haskell,36000,1909,33.21333,-99.73167
Hermitage Plains,32000,1909,-31.73333,146.4
Gun Creek,22700,1909,34,-111
Teplá,17000,1909,49.98333,12.86667
Gifu,14290,1909,35.53333,136.88333
Blanket,5100,1909,31.83333,-98.83333
St. Michel,17000,1910,61.65,27.2
Vigarano,15000,1910,44.85,11.4
Huntsman,14500,1910,41.18333,-103
Dorofeevka,12600,1910,53.33333,70.06667
Pooposo,12000,1910,-18.33333,-66.83333
Tendo,10100,1910,38.35,140.37333
Khohar,9700,1910,25.1,81.53333
Mirzapur,8510,1910,25.68333,83.25
Hedjaz,6100,1910,27.33333,35.66667
Rica Aventura,5395,1910,-21.98333,-69.61667
Baroti,4500,1910,31.61667,76.8
Cadell,3290,1910,-34.06667,139.75
Schaap-Kooi,2700,1910,-32.08333,21.33333
Blithfield,1830,1910,45.5,-77
Hashima,1110.6,1910,35.2945,136.70033
Grzempach,690,1910,52.86667,16.63333
Britstown,544,1910,-30.58333,23.55
Paitan,515,1910,17.74333,120.45583
Lakangaon,212.5,1910,21.86667,76.03333
Palahatchie,0,1910,32.31667,-89.71667
Mundrabilla,24000000,1911,-30.78333,127.55
Cruz del Aire,23000,1911,26.5,-100
Demina,16400,1911,51.46667,84.76667
Nakhla,10000,1911,31.31667,30.35
Cullison,10000,1911,37.61667,-98.91667
Vicenice,4370,1911,49.21667,15.8
Kermichel,3000,1911,47.65,-2.76667
Oberlin,2500,1911,39.8,-100.51667
Kilbourn,772,1911,43.58333,-89.6
Erevan,107.2,1911,40.3,44.5
Tonk,7.7,1911,24.65,76.86667
Gerzeh,0,1911,29.31667,31.28333
Holbrook,220000,1912,34.9,-110.18333
Colomera,134000,1912,37.43333,-3.65
Molong,104000,1912,-33.28333,148.88333
Gretna,82000,1912,39.93333,-99.21667
N'Kandhla,17200,1912,-28.56667,30.7
Floydada,12500,1912,33.98333,-101.28333
Bishop Canyon,8600,1912,38,-108.5
Binda,5400,1912,-34.31667,149.38333
Shupiyan,5000,1912,33.71667,74.83333
Adelie Land,1000,1912,-67.18333,142.38333
Leeuwfontein,460,1912,-25.66667,28.36667
Tarbagatai,370,1912,51.36667,107.38333
Mount Edith,326000,1913,-22.5,116.16667
Chinga,209400,1913,51.05833,94.4
Owens Valley,192800,1913,37.46667,-118
Burkett,8400,1913,32.03333,-99.25
Culbertson,5900,1913,40.23333,-100.83333
Sakauchi,4180,1913,35.66667,136.3
Cookeville,2300,1913,36.16667,-85.51667
Varpaisjärvi,2000,1913,63.3,27.73333
Moore County,1880,1913,35.41667,-79.38333
Kamiomi,448,1913,36.04167,139.95667
Banswal,14,1913,30.4,78.2
Morasko,290000,1914,52.46667,16.9
Ysleta,140700,1914,31.65,-106.18333
Karee Kloof,92100,1914,-31.6,25.8
Willow Creek,51000,1914,43.46667,-106.76667
Kuttippuram,45000,1914,10.83333,76.03333
Carraweena,31600,1914,-29.23333,139.93333
Cratheús (1931),27500,1914,-5.25,-40.5
Artracoona,20810,1914,-29.06667,139.91667
Palinshih,18000,1914,43.48333,118.61667
Appley Bridge,15000,1914,53.58333,-2.71667
Saint-Sauveur,14000,1914,43.73333,1.38333
Kopjes Vlei,13600,1914,-29.3,21.15
Ryechki,13000,1914,51.13333,34.5
Lushton,6700,1914,40.74972,-97.74972
Yandama,5800,1914,-29.75,141.03333
Kisvarsány,1550,1914,48.16667,22.30833
Nyirábrany,1100,1914,47.55,22.025
Cartoonkana,294,1914,-29.75,141.03333
Gladstone (iron),736600,1915,-23.9,151.3
Rosebud,54900,1915,30.81667,-97.05
Albin (pallasite),37600,1915,41.5,-104.1
Meester-Cornelis,24750,1915,-6.23333,106.88333
Waingaromia,9200,1915,-38.25,178.08333
Uvalde,8200,1915,29.2,-99.76667
South Byron,6000,1915,43.03333,-78.03333
Ilinskaya Stanitza,5621,1915,51.23333,57.38333
Naretha,5500,1915,-31,124.83333
Shiraiwa,950,1915,39.5,140.2
Visuni,594,1915,25.45,70
Chico Mountains,212,1915,29,-103.25
Suwa,203,1915,36.03333,138.08333
Boguslavka,256000,1916,44.55,131.63333
Treysa,63000,1916,50.91667,9.18333
Cachari,23500,1916,-36.4,-59.5
Mount Magnet,16600,1916,-28.16667,118.5
Angelica,14800,1916,44.25,-88.25
Annaheim,13500,1916,52.33333,-104.86667
Lost Creek,4018,1916,39.12417,-98.16778
Calivo,2400,1916,11.75,122.33333
Petropavlovka,1773,1916,48.2,43.73333
Sultanpur,1710.5,1916,25.93333,84.28333
Sinai,1455,1916,30.9,32.48333
Okechobee,1000,1916,26.68333,-80.8
Ekh Khera,840,1916,28.26667,78.78333
Baxter,611,1916,36.75,-93.5
Tomita,600,1916,34.5,133.75
Renqiu,355,1916,38.66667,116.13333
Fillmore,113,1916,49.883333,-103.6
Rampurhat,100,1916,24.16667,87.76667
Pampa de Agua Blanca,10,1916,-24.16667,-69.83333
Plainview (1917),700000,1917,34.11667,-101.78333
Pei Xian,400000,1917,34.7,117
Youanmi,118400,1917,-29.5,118.75
Colby (Wisconsin),104000,1917,44.9,-90.28333
Pierceville (iron),100000,1917,37.86667,-100.66667
Tulia (a),86000,1917,34.61667,-101.95
Nan Yang Pao,52900,1917,35.66667,103.5
Waterville,37125,1917,47.767778,-119.876389
Bluff (b),16000,1917,29.86306,-96.92667
Strathmore,13400,1917,56.58333,-3.25
New Almelo,8000,1917,39.66667,-100
Tulia (b),4800,1917,34.53333,-101.7
Cranganore,1460,1917,10.2,76.26667
Troup,1020,1917,32.16667,-95.1
Independence,880,1917,39.08333,-94.4
Garhi Yasin,380,1917,27.88333,68.53333
Ranchapur,290.4,1917,23.98333,87.08333
Sediköy,240,1917,38.3,27.13333
Silistra,0.15,1917,44.11667,27.26667
Saratov,200000,1918,52.55,46.55
Kimble County,153800,1918,30.41667,-99.4
Glasatovo,152000,1918,57.35,37.61667
Yenberrie,132000,1918,-14.25,132.01667
Richardton,90000,1918,46.88333,-102.31667
Barbacena,9026,1918,-21.21667,-43.93333
Wood's Mountain,3867,1918,35.68333,-82.18333
Ogallala,3300,1918,41.16667,-101.66667
Logan,1315,1918,36.58333,-100.2
Norfork,1050,1918,36.21667,-92.26667
Tané,905,1918,35.43333,136.23333
Eustis,502,1918,28.83333,-81.68333
Donnybrook,414,1918,-33.61667,115.91667
Thompson Brook,76.6,1918,-33.61667,115.91667
Witklip Farm,22,1918,-26,30
Bur-Gheluai,120000,1919,5,48
Signal Mountain,63500,1919,32.5,-115.5
Otchinjau,30000,1919,-16.5,14
Lake Brown,23400,1919,-31,118.5
Anthony,20000,1919,37.08333,-98.05
Cumberland Falls,17000,1919,36.83333,-84.35
Somervell County,11800,1919,32.18333,-97.8
Rembang,10000,1919,-6.73333,111.36667
Raoyang,4910,1919,38.2,115.7
Adhi Kot,4239,1919,32.1,71.8
Zaffra,3000,1919,35,-94.75
Freda,268,1919,46.38333,-101.23333
Cacak,212,1919,43.83889,20.33333
St. Mary's County,24.3,1919,38.16667,-76.38333
Hoba,60000000,1920,-19.58333,17.91667
Unter-Mässing,80000,1920,49.09028,11.33333
Merua,71400,1920,25.48333,81.98333
Wu-chu-mu-ch'in,68860,1920,45.5,118
Mayodan,15400,1920,36.38333,-79.86667
Kushiike,4460,1920,37.05,138.38333
Chinguetti,4050,1920,20.25,-12.68333
Witchelina,3637,1920,-30,138
San Francisco Mountains,1700,1920,35,-112
Aguila Blanca,1440,1920,-30.86667,-64.55
Morrill,1387,1920,42.18333,-103.93333
Atarra,1280,1920,25.25417,80.625
Simmern,1222,1920,49.98333,7.53333
Tuzla,236,1920,44.01667,28.63333
Navajo,2184000,1921,35.33333,-109.5
Santa Luzia,1918000,1921,-16.26667,-47.95
Uegit,252000,1921,3.81667,43.33333
Milly Milly,26500,1921,-26.11667,116.66667
Tuan Tuc,13100,1921,9.66667,105.66667
Vaalbult,11800,1921,-29.75,22.5
Rose City,10600,1921,44.51667,-83.95
Franklin,9062,1921,36.71667,-86.56667
Pitts,3760,1921,31.95,-83.51667
Shikarpur,3679.7,1921,25.85,87.5775
Samelia,2462,1921,25.66667,74.86667
El Qoseir,2405,1921,26.28333,34.25
Sharps,1265,1921,37.83333,-76.7
Beyrout,1100,1921,33.88333,35.5
Coolamon,393,1921,-34.81667,147.13333
Cold Bay,320,1921,55.18333,-162.55
Haripura,315,1921,28.38333,75.78333
Kamioka,30,1921,39.51667,140.36667
Odessa (iron),1600000,1922,31.71667,-102.4
Piedade do Bagre,59000,1922,-18.94167,-44.98333
Tieraco Creek,41700,1922,-26.33333,118.33333
Glasgow,20400,1922,37.01667,-85.91667
New Baltimore,20000,1922,40,-78.85
Tjerebon,16500,1922,-6.66667,106.58333
Dungannon,13000,1922,36.85,-82.45
Florence,3640,1922,30.83333,-97.76667
Mesa Verde Park,3500,1922,37.16667,-108.5
Hedeskoga,3500,1922,55.46667,13.78333
Morden,2426,1922,-30.5,142.33333
Nagai,1810,1922,38.12167,140.06167
Elsinora,1797,1922,-29.45,143.6
Baldwyn,345,1922,34.5,-88.66667
Patti,12,1922,38.13333,14.96667
Carbo,454000,1923,29.66667,-111.5
Montferré,149000,1923,43.39056,1.9625
Savannah,60000,1923,35.16667,-88.18333
Woodward County,45500,1923,36.5,-99.5
Nakhon Pathom,23200,1923,13.73333,100.08333
Coldwater (iron),18400,1923,37.26667,-99.33333
Dalgaranga,12200,1923,-27.71667,117.25
Seneca Township,11500,1923,41.78333,-84.18333
Sierra Sandon,6330,1923,-25.16667,-69.28333
Newport,5600,1923,35.6,-91.26667
Goodland,3628,1923,39.35,-101.66667
Serra de Magé,1800,1923,-8.38333,-36.76667
Holetta,1415,1923,9.06667,38.41667
Allen,1407,1923,33.1,-96.7
Ashdon,1300,1923,52.05,0.3
Birni N'konni,560,1923,13.76667,5.3
Huckitta,2300000,1924,-22.36667,135.76667
Olivenza,150000,1924,38.71667,-7.06667
Weekeroo Station,94200,1924,-32.26667,139.86667
Johnstown,40300,1924,40.35,-104.9
Lake Labyrinth,25850,1924,-30.53333,134.75
Four Corners,25000,1924,37,-109.05
Béréba,18000,1924,11.65,-3.65
Coldwater (stone),16000,1924,37.26667,-99.33333
Achilles,16000,1924,39.77667,-100.81333
Beeler,11620,1924,38.53333,-100.21667
Forksville,6067,1924,36.78333,-78.08333
Santa Isabel,5500,1924,-33.9,-61.7
Muraid,4703,1924,24.5,90.21667
Success,3500,1924,36.48333,-90.66667
La Colina,2000,1924,-37.33333,-61.53333
Dermbach,1500,1924,50.71667,10.11667
Unkoku,1000,1924,34.8,127
Fenghsien-Ku,82,1924,34.6,116.75
Patos de Minas (octahedrite),200000,1925,-18.58333,-46.53333
Sandia Mountains,45000,1925,35.25,-106.5
Glenormiston,40800,1925,-22.9,138.71667
Patos de Minas (hexahedrite),32000,1925,-18.58333,-46.53333
Aïr,24000,1925,19.08333,8.38333
Opava,14300,1925,49.96667,17.9
Morven,7100,1925,-44.81667,171.13333
Queen's Mercy,7000,1925,-30.11667,28.7
Lanzenkirchen,7000,1925,47.75,16.23333
Chaves,2945,1925,41.93333,-7.46667
Ellemeet,1470,1925,51.75,4
Lebedinnyi,410,1925,55.95,125.4
Numakai,363,1925,43.33333,141.86667
Renca,300,1925,-32.75,-65.28333
Murchison Downs,33,1925,-26.66667,119
Tacoma,16.7,1925,47.25,-122.41667
Villarrica,0,1925,-25.83333,-56.5
Oakley (iron),111000,1926,42.33333,-113.7
Deport,15000,1926,33.51667,-95.3
Lua,9241,1926,24.95,75.15
Okahandja,6580,1926,-21.98333,16.93333
Ojuelos Altos,5850,1926,38.18333,-5.4
Weatherford,2000,1926,35.5,-98.7
Peck's Spring,1600,1926,32,-102
Urasaki,1500,1926,34.48333,133.28333
Jajh deh Kot Lalu,973,1926,26.75,68.41667
Vincent,430,1926,-35.01667,139.91667
Komagome,238,1926,35.73333,139.75
Palmyra,135,1926,39.8,-91.5
Ulmiz,76.5,1926,46.93333,7.21667
Wallapai,430000,1927,35.8,-113.7
Hugoton,350000,1927,37.2,-101.35
Udei Station,103000,1927,7.95,8.08333
Social Circle,99300,1927,33.7,-83.7
Tilden,74800,1927,38.2,-89.68333
Hinojal,50000,1927,-32.36667,-60.15
Dix,44000,1927,41.23333,-103.48333
Pinnaroo,39400,1927,-35.38333,140.91667
Washington County,5750,1927,39.7,-103.16667
Ulysses,3900,1927,37.6,-101.25
Oesede,1400,1927,52.28333,8.05
Ballinger,1250,1927,31.76667,-99.98333
Mamra Springs,1000,1927,45.21667,62.08333
Sopot,958,1927,44.41667,23.5
Trysil,640,1927,61.3,12.3
Genichesk,531,1927,46.7,32.6
Orlovka,40500,1928,56,76.75
Winona,24000,1928,35.2,-111.4
Taicang,20000,1928,31.5,121.08333
Piñon,17850,1928,32.66667,-105.1
Naoki,17000,1928,19.25,77
Adams County,5700,1928,39.96667,-103.76667
Utzenstorf,3422,1928,47.11667,7.55
Isthilart,3050,1928,-31.18333,-57.95
York (stone),1440,1928,40.86667,-97.6
Cotesfield,1160,1928,41.36667,-98.63333
Hinojo,1155,1928,-36.86667,-60.16667
Lawrence,515,1928,38.96667,-95.16667
Morro do Rocio,369,1928,-27,-51
Narellan,367.5,1928,-34.05,150.68889
Oterøy,246,1928,58.88333,9.4
Yoshiki,0.1,1928,34.16667,131.45
Grant,525000,1929,35.16667,-107.88333
Ozona,127500,1929,30.73333,-101.3
Chihuahua City,54000,1929,28.66667,-106.11667
Olmedilla de Alarcón,40000,1929,39.56667,-2.1
Beardsley,16000,1929,39.8,-101.2
Campbellsville,15400,1929,37.36667,-85.36667
Khmelevka,6109,1929,56.75,75.33333
Tauk,6000,1929,35.13333,44.45
Padvarninkai,3858,1929,55.66667,25
Bald Mountain,3700,1929,35.96667,-82.48333
Rewari,3332,1929,28.2,76.66667
Krzadka,2500,1929,50.375,21.73333
Mellenbye,1181.6,1929,-28.85,116.28333
Kappakoola,392.5,1929,-33.25,135.53333
Valley Wells,129.9,1929,35.46667,-115.66667
Mbosi,16000000,1930,-9.11667,33.06667
Paragould,408000,1930,36.06667,-90.5
Bencubbin,118000,1930,-30.75,117.78333
Uwharrie,72700,1930,35.51667,-79.96667
Landes,69800,1930,38.9,-79.18333
Miami,57700,1930,35.66667,-100.6
Karoonda,41730,1930,-35.08333,139.91667
Miller (Arkansas),16700,1930,35.4,-92.05
Tell,16600,1930,34.38333,-100.4
Oldenburg (1930),16570,1930,52.95,8.16667
Moorleah,8887.5,1930,-40.975,145.6
Lillaverke,6862,1930,56.65,15.86667
Borrego,2126,1930,33.26667,-116.38333
Plantersville,2085,1930,30.7,-96.11667
Aguada,1620,1930,-31.6,-65.23333
Boriskino,1342,1930,54.23333,52.48333
Gyokukei,1320,1930,35,127.5
Malampaka,470,1930,-3.13333,33.51667
Zapata County,0,1930,27,-99
Henbury,2000000,1931,-24.56667,133.16667
Springwater,67600,1931,52,-108.3
Bear Lodge,48500,1931,44.5,-104.2
Osseo,46300,1931,47.63333,-80.08333
Ioka,31500,1931,40.25,-110.08333
Alikatnima,20000,1931,-23.33333,134.11667
Bruno,13000,1931,52.26667,-105.35
Tatahouine,12000,1931,32.95,10.41667
Landor,9000,1931,-25.66667,117
Yukan,4800,1931,28.71667,116.61667
Pine River,3600,1931,44.21667,-89.1
Clareton,1050,1931,43.7,-104.7
Lafayette (stone),800,1931,40.41667,-86.88333
Suwahib (Buwah),241,1931,20.05556,51.41667
Pontlyfni,157,1931,53.03639,-4.31944
Konovo,90,1931,42.51667,26.16667
Lost Lake,11,1931,37.65,-105.73333
Malotas,0,1931,-28.93333,-63.23333
Wuzhi,0,1931,35.13333,113.33333
North Portugal,0,1931,41,-8
Guanghua,190000,1932,32.4,111.7
Wagon Mound,87500,1932,35.84083,-104.58583
Kyancutta,32700,1932,-33.28333,136
Deelfontein,28000,1932,-30.18333,23.26667
Gualeguaychú,22000,1932,-33,-58.61667
Baquedano,22000,1932,-23.3,-69.88333
Altonah,21500,1932,40.56667,-110.48333
Nordheim,15150,1932,28.86667,-97.61667
Lanton,13780,1932,36.53333,-91.8
Cowell,5717,1932,-33.3,136.01667
Archie,5070,1932,38.5,-94.3
Kuznetzovo,4047,1932,55.2,75.33333
Khanpur,3698,1932,25.55,83.11667
Khor Temiki,3200,1932,16,36
Prambachkirchen,2125,1932,48.3025,13.94083
Douar Mghila,1161,1932,32.33333,-6.3
Boerne,1100,1932,29.8,-98.8
Cushing,567,1932,35.96667,-96.76667
Föllinge,400,1932,63.73333,14.85
Junction,241,1932,30.5,-99.83333
Suwahib (Adraj),118.1,1932,20.01667,50.93333
Suwahib ('Ain Sala),106.1,1932,19.95556,51.03333
Umm Tina,70.2,1932,19.02778,51.08333
Witsand Farm,66,1932,-28.66667,18.91667
Naifa,8,1932,19.93333,51.21667
Lake Murray,270000,1933,34.1,-97
Pervomaisky,66000,1933,56.63333,39.43333
Roy (1933),47200,1933,35.95,-104.2
Harrisonville,46500,1933,38.65,-94.33333
Zemaitkiemis,44100,1933,55.3,25
Melrose (a),36400,1933,34.38333,-103.61667
La Lande,30000,1933,34.45,-104.13333
Chajari,18300,1933,-30.78333,-58.05
Holyoke,11200,1933,40.56667,-102.3
